candidate_feature,mean_abs_shap,mean_shap,mean_positive_shap,positive_shap_rate,original_feature,encoding,feature_group,auc_power,ks,iv,development_missing_rate,psi_development_validation,importance_gain,importance_gain_pct,importance_split,reason_label
previous_annuity_mean,0.04336519673258017,-0.0025173930003895115,0.020423901866095336,0.5825501609703749,previous_annuity_mean,numeric_original,internal_previous_application,0.5361150285853762,0.0491313030731447,0.0221904763750769,0.0544857376684895,0.0002356230533941,3403.0370769500732,0.0059308467490928,267,历史申请与授信表现风险
EXT_SOURCE_3,0.04221247282798762,-0.0042800337138798085,0.0189662195570539,0.37065461285811846,EXT_SOURCE_3,numeric_original,current_application,0.6818243074026483,0.2752321880582493,0.3386219077195299,0.1979816483927439,0.0001661005067066,9240.026393175123,0.0161036095864725,367,外部综合评分/外部数据风险信号
annuity_to_income_ratio,0.04199559009776401,0.00045243837288368437,0.021224014235323843,0.4188562973561835,annuity_to_income_ratio,numeric_original,current_application,0.5203374368597129,0.0384946181805059,0.0064303721288359,4.335878855544776e-05,0.0002336138521765,4302.3019552230835,0.0074980944925875,280,还款压力相对收入偏高
pos_recent_24m_instalment_future_mean,0.04103119880249254,-0.0016870840688978197,0.01967205736679736,0.41685636239471885,pos_recent_24m_instalment_future_mean,numeric_original,internal_pos_cash_history,0.5190789976658606,0.0450176390145493,0.0118519043998382,0.2024259242196773,0.0002335176577279,4170.457539558411,0.0072683147381066,255,POS/现金贷历史表现风险
ext_source_min,0.04054725713830768,-0.007243875144577457,0.016651690996865098,0.20378199082956652,ext_source_min,numeric_original,current_application,0.6911858036821537,0.2826912741472597,0.4678815681448544,0.0005636642512208,0.0002818999713611,14019.35858631134,0.0244330771060862,248,外部综合评分/外部数据风险信号
previous_credit_to_application_mean,0.039970412129310615,-0.0006883446086875594,0.019641033760311503,0.3670693635979318,previous_credit_to_application_mean,numeric_original,internal_previous_application,0.5716271191093016,0.1121554808250842,0.0678226608787054,0.0563555854249432,0.0001049316407367,5103.2134308815,0.0088939309511127,235,历史申请与授信表现风险
credit_card_recent_6m_utilization_max,0.035323841303822635,0.0004245798396907071,0.017874210571756678,0.07694058729797405,credit_card_recent_6m_utilization_max,numeric_original,internal_credit_card_history,0.6529109029376879,0.2707443072879192,0.0796204017101177,0.7787075829101335,3.0044893216066567e-05,6091.732594490051,0.0106167319477913,128,近期信用卡额度使用率偏高
installment_recent_6m_payment_sum,0.034992367144244224,-0.005319739628285394,0.014836313757979414,0.5049266690514129,installment_recent_6m_payment_sum,numeric_original,internal_repayment_history,0.5101470606012481,0.0254604057043503,0.0029370984242498,0.0,8.544164142541305e-05,1747.198590517044,0.0030450350220323,144,历史分期还款表现风险
installment_recent_24m_late_days_mean,0.03470613175084795,0.0008332762605839734,0.01776970400571596,0.3103313713375175,installment_recent_24m_late_days_mean,numeric_original,internal_repayment_history,0.5822912491157378,0.1411712061833888,0.0830452181769332,0.1806327131219953,0.0002604803656568,5488.662253379822,0.0095656949795859,155,近期还款延迟或逾期行为
REGION_POPULATION_RELATIVE,0.0335457830836083,-0.0007834625679386182,0.016381160257834846,0.5694367662840233,REGION_POPULATION_RELATIVE,numeric_original,current_application,0.530026853461737,0.0592646081706915,0.032192402832792,0.0,0.0003866121257314,2752.391557455063,0.0047968952884266,258,模型识别的申请资料风险信号
EXT_SOURCE_2,0.03251628749427933,0.0005412890987680847,0.016528788296523718,0.6839696270039999,EXT_SOURCE_2,numeric_original,current_application,0.6543837471860928,0.2198697623362371,0.3005036722445837,0.0020649623049531,0.0003307593110529,4725.369149208069,0.0082354201917663,317,外部综合评分/外部数据风险信号
document_flag_count,0.030004524917759227,-0.0010735626644491393,0.014465481126655052,0.8773617118142499,document_flag_count,numeric_original,current_application,0.5111016693060655,0.0335394218506504,0.0059983524477598,0.0,1.6795464988432894e-07,1203.5380291938782,0.002097538006918,74,模型识别的申请资料风险信号
previous_refusal_rate,0.02971809694571085,-0.0005986378910168274,0.01455972952734701,0.1784088322330981,previous_refusal_rate,numeric_original,internal_previous_application,0.5611747625754916,0.1078861732520655,0.072557529150225,0.0530548976461597,1.6072188334089665e-05,3996.578628063202,0.0069652768476405,126,历史申请被拒记录较多
catfreq__ORGANIZATION_TYPE,0.02768259565231688,-0.0004345564802272301,0.013624019586044825,0.5362508536307762,ORGANIZATION_TYPE,category_frequency_train,current_application,0.5028732433783649,0.0378762544566202,0.0415050309140135,0.0,3.260699320554384e-05,1649.8260197639463,0.0028753331405531,142,模型识别的申请资料风险信号
installment_late_ratio,0.027119948868322714,2.780870051789541e-05,0.01357387878442031,0.3880117719748951,installment_late_ratio,numeric_original,internal_repayment_history,0.5634250265408904,0.1090172827390066,0.060505414081578,0.0512446682239698,0.000312089502853,3560.46271944046,0.0062052097192502,176,近期还款延迟或逾期行为
bureau_recent_12m_credit_sum,0.027057033382850624,-0.0004166029820425978,0.013320215200404004,0.25285356573769957,bureau_recent_12m_credit_sum,numeric_original,external_credit_history,0.5420166855637348,0.0708850376409917,0.0229014361873804,0.0,2.6785266953736116e-05,2138.611936569214,0.0037271940812764,150,外部征信历史风险信号
bureau_recent_12m_debt_to_credit_max,0.02675388245896716,0.0003211666518542518,0.0135375245554107,0.711358980195766,bureau_recent_12m_debt_to_credit_max,numeric_original,external_credit_history,0.6075206698804909,0.1654741290658433,0.0932397347278068,0.5459250868530733,0.00017623985882,2506.7786881923676,0.0043688387453261,178,征信负债相对授信额度偏高
installment_recent_24m_late_ratio,0.025271572671687517,-0.00013332857099421366,0.012569122050346661,0.4149377256024194,installment_recent_24m_late_ratio,numeric_original,internal_repayment_history,0.579401391530055,0.1415345575381322,0.0751612839180264,0.1805622550905927,0.000320313253626,2483.158351421356,0.0043276729882735,117,近期还款延迟或逾期行为
pos_recent_6m_instalment_future_max,0.025240548810091985,-0.0021885770829179764,0.011525985863586998,0.4332785925660954,pos_recent_6m_instalment_future_max,numeric_original,internal_pos_cash_history,0.5227064698516565,0.054357538354168,0.0145531278738568,0.4623456020638783,0.0002415615909767,2800.7434697151184,0.0048811634803844,157,POS/现金贷历史表现风险
pos_recent_12m_instalment_future_mean,0.02522083640380591,0.0008019934788175448,0.01301141494131172,0.37128873857760725,pos_recent_12m_instalment_future_mean,numeric_original,internal_pos_cash_history,0.5144629778359996,0.0454614020670234,0.013842067139614,0.328936029527335,0.000423672532453,3217.448046684265,0.0056074003475609,212,POS/现金贷历史表现风险
income_per_family_member,0.024832458108423137,9.128963560206024e-05,0.012461873872012605,0.5964440180807128,income_per_family_member,numeric_original,current_application,0.5151745756940269,0.0235688436836181,0.0032366717127349,5.41984856943097e-06,0.0001128370981716,2197.222826719284,0.0038293417215894,209,模型识别的申请资料风险信号
installment_recent_12m_payment_sum,0.024619370040479087,-0.00010880066384127643,0.0122552846883189,0.48696790348281355,installment_recent_12m_payment_sum,numeric_original,internal_repayment_history,0.5074386091488694,0.0244808139283627,0.0059393733961501,0.0,0.0001678453503231,1791.4916696548462,0.0031222294393929,138,历史分期还款表现风险
FLAG_WORK_PHONE,0.024525744807853404,0.00018321960907651948,0.012354482208464957,0.20717212448375663,FLAG_WORK_PHONE,numeric_original,current_application,0.5219934501774668,0.0443863472706305,0.0,0.0,0.0,732.9610846042633,0.0012774118434621,55,模型识别的申请资料风险信号
pos_month_count,0.024395896083667684,-0.0012386627506283743,0.011578616666519655,0.48349647165945825,pos_month_count,numeric_original,internal_pos_cash_history,0.5334561900047972,0.0631975439994211,0.0257634765984401,0.0,0.0002601204733304,2605.4761333465576,0.0045408496310438,143,POS/现金贷历史表现风险
REGION_RATING_CLIENT_W_CITY,0.023864822386105745,-0.0001133631220483787,0.011875729632028681,0.21314753991740107,REGION_RATING_CLIENT_W_CITY,numeric_original,current_application,0.5470882733545275,0.0630970349981174,0.0263587711962614,0.0,0.0001095644926672,1141.6937255859375,0.0019897551415806,77,模型识别的申请资料风险信号
bureau_recent_6m_debt_to_credit_mean,0.0227593063575921,-0.0038054045538254253,0.009476950901883337,0.8089899515462912,bureau_recent_6m_debt_to_credit_mean,numeric_original,external_credit_history,0.5543358048915604,0.0864289838271822,0.0396946280148232,0.752556813562629,0.0002526413270319,1392.2422704696655,0.0024264136290766,122,征信负债相对授信额度偏高
DAYS_LAST_PHONE_CHANGE,0.022660130402670307,0.0007087421642813599,0.011684436283475829,0.45785502910474457,DAYS_LAST_PHONE_CHANGE,numeric_original,current_application,0.5569746798673961,0.0971469761418348,0.0468859525552572,5.41984856943097e-06,0.0001861152910452,2969.3634026050568,0.0051750359708096,260,模型识别的申请资料风险信号
pos_recent_6m_instalment_future_mean,0.02238566885073231,-0.0018747432266275994,0.010255462812052352,0.2700074794315632,pos_recent_6m_instalment_future_mean,numeric_original,internal_pos_cash_history,0.5219005639555253,0.0495060117914997,0.0132237736546473,0.4623456020638783,0.0002859231608771,2760.2011523246765,0.0048105059277752,195,POS/现金贷历史表现风险
FLAG_DOCUMENT_3,0.02234615718468158,-9.299290547771915e-05,0.011126582139601946,0.7097980553477936,FLAG_DOCUMENT_3,numeric_original,current_application,0.5370074983531514,0.0741601092165911,0.0,0.0,0.0,1128.4563083648682,0.0019666848396366,39,模型识别的申请资料风险信号
bureau_recent_24m_credit_sum,0.02232278800326838,-0.0016975941866621362,0.010312596908303119,0.21239146694416441,bureau_recent_24m_credit_sum,numeric_original,external_credit_history,0.5200208523235192,0.0414153161859371,0.0082422270989786,0.0,0.0001001181394349,2154.4198117256165,0.0037547442027889,155,外部征信历史风险信号
pos_recent_12m_instalment_future_max,0.02174398202498112,-0.0004625202021521737,0.010640730911414471,0.28784429774641473,pos_recent_12m_instalment_future_max,numeric_original,internal_pos_cash_history,0.5144596990247802,0.0488386074224224,0.0143063570976152,0.328936029527335,0.0002012297835858,1614.0048670768738,0.0028129036805858,111,POS/现金贷历史表现风险
previous_cnt_payment_mean,0.02128068240160071,-0.00023351578674812425,0.010523583307426298,0.26842216513284123,previous_cnt_payment_mean,numeric_original,internal_previous_application,0.5268188285943063,0.0503693750236867,0.0245192054058204,0.0544857376684895,0.0002058085135635,2735.0010256767273,0.0047665868972659,184,历史申请与授信表现风险
pos_instalment_future_mean,0.021211953274591796,-0.0008859986466939803,0.010162977313948914,0.33996455399824393,pos_instalment_future_mean,numeric_original,internal_pos_cash_history,0.5216467917401376,0.0417102631474831,0.0177777588578957,0.0585126851555767,4.866125419954609e-05,3744.685158729553,0.0065262744124821,268,POS/现金贷历史表现风险
previous_down_payment_mean,0.019227547486101372,-0.00027196479307386187,0.009477791346513753,0.7007007902182043,previous_down_payment_mean,numeric_original,internal_previous_application,0.5468873905977714,0.0779583549951165,0.0300379866152182,0.1100120862623098,0.000215917622763,3271.8020362854004,0.0057021290194021,268,历史申请与授信表现风险
credit_to_income_ratio,0.019046323868407926,0.00012476368277626766,0.0095855437755921,0.5148043966049884,credit_to_income_ratio,numeric_original,current_application,0.5016165986390422,0.0268860982770882,0.0109217108327167,0.0,0.0001044103477598,2801.673921108246,0.0048827850802951,234,还款压力相对收入偏高
catfreq__NAME_EDUCATION_TYPE,0.018926473840771355,8.928304409926358e-05,0.009507878442435308,0.7189278397450489,NAME_EDUCATION_TYPE,category_frequency_train,current_application,0.5367023911146153,0.079698026426636,0.0333541935360117,0.0,3.0588045520570157e-06,1495.697693824768,0.0026067167663646,49,模型识别的申请资料风险信号
catfreq__NAME_INCOME_TYPE,0.01884946168420469,-0.0003155367327080838,0.009266962475748305,0.5224301648726871,NAME_INCOME_TYPE,category_frequency_train,current_application,0.5599966776847645,0.1042300438454255,0.0575591837582325,0.0,8.064982592527201e-06,1400.747522354126,0.002441236666366,51,模型识别的申请资料风险信号
pos_recent_12m_active_month_ratio,0.018281795020469064,0.0008041108369068012,0.009542952928687932,0.3239162954050275,pos_recent_12m_active_month_ratio,numeric_original,internal_pos_cash_history,0.5258940691060843,0.0502278014687809,0.0093110541309613,0.3280200751191012,0.0003685804674145,1388.7378792762756,0.0024203061413687,119,POS/现金贷历史表现风险
installment_first_due_day,0.018116448524518644,-3.7157459762924716e-05,0.00903964553237786,0.5134792364475952,installment_first_due_day,numeric_original,internal_repayment_history,0.5604046246195203,0.0951792435355709,0.0471962655228387,0.0512446682239698,0.0002441671654278,2883.264018297195,0.0050249811104086,205,历史分期还款表现风险
bureau_sum_credit,0.018090999626391328,0.0008402418608347044,0.009465620743613014,0.387792266918149,bureau_sum_credit,numeric_original,external_credit_history,0.5194334323131116,0.0309035224479805,0.017771191247145,0.1429430861701724,0.0002934355263079,2325.7487876415253,0.0040533380402521,163,外部征信历史风险信号
DEF_30_CNT_SOCIAL_CIRCLE,0.017937836734472225,-0.00015387253964867107,0.008891982097411773,0.11455725017072615,DEF_30_CNT_SOCIAL_CIRCLE,numeric_original,current_application,0.518443495679876,0.0386575700657034,0.0081519442646839,0.0033006877787834,5.4903941060290435e-06,1232.8463435173037,0.002148616827629,75,模型识别的申请资料风险信号
previous_approved_credit_to_application_mean,0.01765550196820457,-0.000920442964533896,0.008367529501835336,0.37351630841273453,previous_approved_credit_to_application_mean,numeric_original,internal_previous_application,0.5598195880001078,0.0960548318541949,0.053312373747587,0.0594232197152411,0.0001294445318076,2980.2751417160034,0.0051940530578908,220,历史申请与授信表现风险
pos_months_min,0.01738253814842505,-0.0006325571001113118,0.008374990524156876,0.5149100842249033,pos_months_min,numeric_original,internal_pos_cash_history,0.5566294545605435,0.0895509191337258,0.0401237725322768,0.0584205477298964,0.0002099893702941,2396.1431136131287,0.004176021969314,181,POS/现金贷历史表现风险
bureau_active_total_debt_to_credit_ratio,0.01686156541622832,0.0008125617577826273,0.008837063587005473,0.5775015446652142,bureau_active_total_debt_to_credit_ratio,numeric_original,external_credit_history,0.5803942776705219,0.1274927873213109,0.0578484438912829,0.3036253367080924,0.0001652143367337,2993.316905975342,0.0052167823739138,242,征信负债相对授信额度偏高
bureau_mean_credit,0.016763892039569264,0.0009350008386129291,0.008849446439091092,0.44824558550941435,bureau_mean_credit,numeric_original,external_credit_history,0.5219509913229491,0.0316338731020786,0.021364627024581,0.1429485060187418,0.0001767227334256,2565.550473690033,0.0044712667956457,208,外部征信历史风险信号
registration_age_years,0.01664067249923583,-7.105439912080638e-05,0.008284809050057516,0.5034307827387727,registration_age_years,numeric_original,current_application,0.5439937708825744,0.0696680713615294,0.0275703822296991,0.0,0.0002344859715036,2913.4815430641174,0.0050776445120927,271,年龄段相关风险
pos_recent_24m_active_month_ratio,0.01659881985952081,0.00038967260249271374,0.008494246231006756,0.40879971383044456,pos_recent_24m_active_month_ratio,numeric_original,internal_pos_cash_history,0.516856305560699,0.0301488902642238,0.0053523324002107,0.2018026416341927,0.0003031247625994,1880.5351366996765,0.0032774152763701,159,POS/现金贷历史表现风险
bureau_max_credit,0.016136038935844706,-0.0008393836710953981,0.007648327632374648,0.647832590810055,bureau_max_credit,numeric_original,external_credit_history,0.5150546095624339,0.026877917501288,0.0213205319451177,0.1429485060187418,0.0003206354492924,2463.5284428596497,0.0042934617890577,190,外部征信历史风险信号
bureau_recent_6m_total_debt_to_credit_ratio,0.01544421157734234,0.004491335554634551,0.009967773565988434,0.23782153425904848,bureau_recent_6m_total_debt_to_credit_ratio,numeric_original,external_credit_history,0.5444374067480572,0.0729387423432723,0.0390643570976929,0.7297121518424775,0.0003811936686785,1232.9163513183594,0.0021487388379186,95,征信负债相对授信额度偏高
YEARS_BEGINEXPLUATATION_MEDI,0.015183501655235436,-0.0004648397693578246,0.007359330942938805,0.6897661864654808,YEARS_BEGINEXPLUATATION_MEDI,numeric_original,current_application,0.5336406710324324,0.0515355699136722,0.0315293842645358,0.488550569897077,7.517990144439869e-05,1923.3094029426577,0.0033519626915629,176,模型识别的申请资料风险信号
previous_recent_24m_credit_to_application_mean,0.015015161086996695,0.00047230377587227667,0.007743732431434483,0.4606191668563624,previous_recent_24m_credit_to_application_mean,numeric_original,internal_previous_application,0.5587113759039781,0.0949117953316048,0.0419188656582778,0.2615564721121692,0.0001018400286554,2864.8740978240967,0.0049929309747246,243,历史申请与授信表现风险
bureau_credit_card_debt_to_credit_mean,0.014961990453425889,-0.000916622477701337,0.007022683987862279,0.5526405645344867,bureau_credit_card_debt_to_credit_mean,numeric_original,external_credit_history,0.6285487207338515,0.210894900200443,0.1052382937070417,0.514191873479055,0.0002441119785056,2357.091724872589,0.0041079628219341,148,征信负债相对授信额度偏高
ext_source_std,0.014907863347139961,0.004368731614892549,0.009638297481016259,0.5586647588696303,ext_source_std,numeric_original,current_application,0.5505319924010995,0.0819863001618307,0.0378324883432917,0.1192908670131756,0.0002503109715932,4128.80057144165,0.007195714561163,314,外部综合评分/外部数据风险信号
pos_def_dpd_max,0.014854477121127566,0.0006815925768202568,0.00776803484897391,0.10556567266105167,pos_def_dpd_max,numeric_original,internal_pos_cash_history,0.5257710250000897,0.0503820415000361,0.0213273352655116,0.0584205477298964,4.307825359648134e-06,1333.1479840278623,0.0023234235209149,80,近期还款延迟或逾期行为
previous_approved_cnt_payment_mean,0.014085375938980245,-0.0007691315748884483,0.006658122182045898,0.4310916718155507,previous_approved_cnt_payment_mean,numeric_original,internal_previous_application,0.5139055964474911,0.0313966759068401,0.0180533777261993,0.0562363487564157,0.0001431462438341,1955.203598499298,0.0034075482117188,152,历史申请与授信表现风险
bureau_active_days_credit_mean,0.014053047549514903,-0.00048521919415969386,0.006783914177677601,0.5925091866931157,bureau_active_days_credit_mean,numeric_original,external_credit_history,0.5730943145330405,0.1175231710831745,0.0500055695838763,0.2935064794289647,0.0002297981868373,2569.3001079559326,0.0044778016954112,231,外部征信历史风险信号
REG_CITY_NOT_LIVE_CITY,0.013987223077558841,-0.00041419222649533884,0.006786515425531753,0.07904620987935351,REG_CITY_NOT_LIVE_CITY,numeric_original,current_application,0.5223447784627208,0.0467045082227322,0.0,0.0,0.0,632.98970079422,0.0011031807248275,38,模型识别的申请资料风险信号
previous_approved_days_decision_max,0.013526129375241214,0.0006854079057826806,0.007105768640511943,0.3514438554843745,previous_approved_days_decision_max,numeric_original,internal_previous_application,0.5060039314612549,0.0127807766659734,0.0062589088157772,0.0562363487564157,5.931449628281897e-05,2300.339395046234,0.0040090542989756,194,历史申请与授信表现风险
bureau_total_debt_to_credit_ratio,0.013001481616042561,0.0003199415638456217,0.006660711589944092,0.34182628207212773,bureau_total_debt_to_credit_ratio,numeric_original,external_credit_history,0.590704501404179,0.1414314333123398,0.1010809146037119,0.1465147663774274,0.000247957648619,2305.0597157478333,0.0040172809206828,131,征信负债相对授信额度偏高
catoh__OCCUPATION_TYPE__04_Core_staff,0.012900344876400563,-0.0002817592527268239,0.006309292811836872,0.9031738805242105,OCCUPATION_TYPE,category_one_hot_train_top_level,current_application,0.5104942006651011,0.0215058875325637,0.0,0.0,0.0,439.6332402229309,0.0007661971687673,23,模型识别的申请资料风险信号
credit_card_recent_6m_drawings_sum,0.01289605376099548,-0.00016268064192515296,0.006366686559535168,0.07920880621768397,credit_card_recent_6m_drawings_sum,numeric_original,internal_credit_card_history,0.5299681411763025,0.0609850520197206,0.0341263677205847,0.0,5.699157610864851e-06,1322.3532915115356,0.0023046104237989,76,信用卡历史使用表现风险
DEF_60_CNT_SOCIAL_CIRCLE,0.012658660679001565,-0.00013378311141611993,0.006262438783792717,0.08383467204318559,DEF_60_CNT_SOCIAL_CIRCLE,numeric_original,current_application,0.5158403853837968,0.0337541317210143,0.0028625980193571,0.0033006877787834,2.93453371602366e-06,728.6248877048492,0.0012698546765248,48,模型识别的申请资料风险信号
BASEMENTAREA_AVG,0.012259721308665334,0.000774132411976925,0.006516926860321124,0.7622841533608663,BASEMENTAREA_AVG,numeric_original,current_application,0.5308791994138216,0.0486664788712802,0.0244343415520734,0.5857772333840993,0.0002099678637164,1760.95041847229,0.0030690018441028,155,模型识别的申请资料风险信号
previous_approved_credit_sum,0.012216601213659629,0.0006718010741890004,0.006444201143924314,0.5445513967025463,previous_approved_credit_sum,numeric_original,internal_previous_application,0.5302389616814513,0.0507135698539637,0.0149381059731584,0.0,0.0002440267431824,1898.5852155685425,0.0033088731327377,157,历史申请与授信表现风险
installment_recent_6m_late_ratio,0.012077581253485676,4.0550197939416685e-05,0.006059065725712548,0.3345013170303405,installment_recent_6m_late_ratio,numeric_original,internal_repayment_history,0.5639845182939879,0.1261906437907346,0.0465142121272831,0.40803871939818,0.0003115129325448,1012.8149194717408,0.0017651438808199,64,近期还款延迟或逾期行为
bureau_consumer_credit_total_debt_to_credit_ratio,0.012076448183643809,0.00037255119210676083,0.006224499687875287,0.26802380410393156,bureau_consumer_credit_total_debt_to_credit_ratio,numeric_original,external_credit_history,0.5674662458739792,0.1083753142898428,0.0672952765937695,0.1964424113990255,0.0001881817073577,2145.4280881881714,0.0037390733378806,158,征信负债相对授信额度偏高
pos_recent_12m_active_month_count,0.012064527770181717,-0.0002567710571508496,0.005903878356515435,0.6472716334428149,pos_recent_12m_active_month_count,numeric_original,internal_pos_cash_history,0.5122809518843621,0.0319341887248109,0.0052860284895645,0.0,0.0003151055530701,1033.452977657318,0.001801112093193,64,POS/现金贷历史表现风险
bureau_days_credit_mean,0.012017767325191952,0.00030923897057423197,0.0061635031478830945,0.446546453773861,bureau_days_credit_mean,numeric_original,external_credit_history,0.6030186998135512,0.1564621973273423,0.121882773728535,0.1429430861701724,0.0002207020960177,2263.426733016968,0.0039447225457075,177,外部征信历史风险信号
installment_early_days_mean,0.011921040185662818,0.0006148334613249257,0.006267936823493871,0.3484033039575949,installment_early_days_mean,numeric_original,internal_repayment_history,0.5303791380035541,0.047327463861492,0.0170506187024284,0.0512771873153864,0.0003822583286641,2739.417731285095,0.0047742843755792,260,历史分期还款表现风险
bureau_mean_debt,0.011832216332214016,-0.0017267381073739904,0.005052739112420015,0.34972846411498815,bureau_mean_debt,numeric_original,external_credit_history,0.5568867743522342,0.1046710796808677,0.0520942150627945,0.1668283588156547,0.0002246168037206,2014.8587594032288,0.0035115158174526,177,外部征信历史风险信号
